title,description,price,area,date,city,location
Vente Parcelle 365 m² ,"Détails du produitParcelle a fidjrosse plage au bord du goudron angle de rue

parcelle à vendre à fidjrosse plage en angle de rue...

 nous mettons en vente pour un propriétaire bien maîtrisé... une parcelle recasée situé au bord du goudron route des pêches, bien avant la station jnp en quittant le rond point du fin pavé de houenoussou pour cabane des pêcheurs...

superficie :365m²

prix :60 000 000 fcfa

documents : attestation de recasement en cours...

propriétaire vivant

atouts : bon pour station, super marché , hôtel & habitation...",60000000,365,2023-02,fidjrossè,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 338  m2 ,"Détails du produitOpportunités immobilières inédites

à vente à fidjrossè akogbato par le pavé du carrefour clubs des rois qui mène à godomey 

une parcelle clôturée dans cotonou, papier à jour
 
superficie : 338m²
 documents : attestation de recasement .

 prix 18millions:  négociable très légèrement. propriétaire vivant
  
 nb: nous disposons également d'autres biens immobiliers dans fidjrossè plage, akogbato et aux environs.",18000000,338,2023-02,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 433 m² ,"Détails du produitParcelle clôturée en deuxième position du pavé JNP fidjrossê. 
Superficie : 433 M2
55 millions
Parcelle a fidjrosse akogbato en deuxième position du pave",55000000,433,2023-02,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente Parcelle 413 m² ,"Détails du produitParcelle a fidjrosse akogbato côté togbin 2eme position des paves
parcelle à vendre
à fidjrosse akogbato côté togbin...
 nous mettons en vente à akogbato, une parcelle bien situé en 2e position des pavés & à 400m de la route des pêches (carrefour club des rois)....

superficie :413m²

prix :30 000 000 fcfa discutable...

documents :

~convention+levé topographique
~autorisation de vente délivré par le tribunal...

√titre de propriété : héritage...",30000000,419,2023-02,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 349 m² ,"Détails du produitParcelle déjà lotie et recasée à vendre, fidjrosse plage - togbin  
parcelle lotie et recasse a fidjrosse plage togbin 
il est mis en vente une parcelle déjà lotie et recasée d'une superficie de 349m² située à togbin à quelques 150m du goudron du carrefour club des rois à fidjrossè plage.

documents disponibles :
convention de vente 
reçus de récasement 
propriétaire vivant

prix : 25 millions cfa
commission immobilière : 5% par l'acquéreur",25000000,349,2023-02,fidjrosse plage togbin,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 335 m² ,"Détails du produitParcelle de superficie  335m2 recasée située à awakè 
prix:3,5 millions lass
 plan dispo
parcelle 335 a calavi awake",3500000,335,2023-02,calavi awake,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Terrain 2004 m² ,"Détails du produitA vendre a calavi au bord du goudron inter-état 
vente terrain 2004 m2 au bord du goudron calavi
 opportunité a ne pas rater 

 domaine clôturé de 2004 m² juste avant erevan de calavi a 180 millions fcfa cadeau

 *vente pour le* *compte de son propriétaire vivant un domaine clôturé de superficie 2004 m²  au bord du goudron inter-état à calavi après les témoins  jéhovah et juste avant erevan de* *calavi après la station jnp dans une position stratégique pour tout projet.* 

 document : titre foncier en cours 

 pièce jointe :  levé topographique",160000000,2004,2023-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Parcelle 429 m² ,"Détails du produitVente parcelle 429 M2 Haie vive Cotonou
Opportunités immobilières inédites pour vous qui avez tjs rêvé rester dans la Haie vive , le quartier le plus luxueux dans la capitale économique du Bénin. Saisissez cette occasion .
  Nous mettons  en vente dans la haie vive une parcelle de 429 m2 avec  tous les documents à jour :  permis d'habiter, 
Propriétaire vivant. Nous disposons également des parcelles à Erevan au bord du goudron à un prix vraiment abordable.
",180000000,429,2023-02,haie vive cotonou,"Haie-Vive-Cocotiers, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 304 m² ,"Détails du produitOpportunité immobilière
 Nous mettons en vente une parcelle de 304m2  au bord du nouveau goudron de fidjrossè Akogbato  parcelle à vendre de superficie 304m2
 Tous les documents sont à joir : autorisation de vente du tribunal, levé topographique et les reçus de recasement, quittus fiscal à jours
Vente parcelle 304m2 au bord du goudron Fidjrossè Akogbato",28000000,304,2023-02,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 431 m² ,"Détails du produitVille : Cotonou
Parcelle a fidjrosse non loin de la Boa 
Quartier : Fidjrossè

Style : Parcelle à vendre

Description :

Nous mettons en vente à Fidjrossè à 1min du carrefour BOA
la dite parcelle est située au bord d'une voie en cour *d'asphalte*

Superficie:  431m²*

Titre de propriété : 

▪️levé topographique
▪️ Certificat de conformité de nom au répertoire 
▪️Attestation de récasement à jour 

Prix de cession : 15 000 000f négociable légèrement",15000000,431,2023-02,fidjrossè,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente Grand Domaine 1ha1107 m² ,"Détails du produitGrand domaine à vendre à calavi
1hectares1107 m2 a vendre a cocotomey 
✍️mise en vente d'un vaste domaine entièrement clôturée à cocotomey en bordure du goudron de la voie inter état. le domaine est situé sur un angle de rue. 

superficie : 1 hectare 1107m² 

document: titre foncier.

propriétaire vivant. 

nb : un long bâtiment est nouvellement érigé au fond du domaine pouvant servir d'entreposage au besoin. 


prix : 1 milliard 100 millions négociable.

le propriétaire est ouvert aux discutions sur le prix.",1100000000,11107,2023-02,cocotomey,"Cocotomey, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 347 m² ,"Détails du produitVente parcelle 347 M2 à Agla Akplomey
 Opportunités immobilières inédites
Nous mettons en vente  à Agla Akplomey une parcelle,  déjà lotie  recasée  d'une dimension de 347m2 non loin de la maison du peuple , juste à côté de la direction des Impôts d'Agla, pas dans bafon, c'est pour raison de santé que le propriétaire decide liquider la parcelle à ce prix Kdo.
Titre de propriété : Attestation de récasement. 
",12000000,347,2023-02,agla akplomey,"Eglise catholique saint Charles lwanga Agla Akplomey, Rue 2147, Hlazounto, 12ᵉ Arrondissement, Cotonou, Abomey-Calavi, Atlantique, Bénin"
Parcelle 336 m² ,"Détails du produitOpportunités immobilières inédites
 Nous mettons en vente à fidjrossè plage à une minute de la plage une parcelle déjà clôturée avec portail de 336 M2 déjà recasée . Après votre construction vous avez la vue directe sur la mer.  La zone est très calme et c'est très accessible en 4ème position des pavés. Tous les documents sont à jour  avec le propriétaire vivant .  Pour plus d'informations contactez nous au  
Vente parcelle 336m2 à Fidjrossè plage",38000000,336,2023-02,fidjrossè plage,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 779 m² ,"Détails du produitBelle opportunité à saisir 
parcelle à vendre  ds le quartier st jean de cotonou bénin d'une superficie de 779m2 avec permis d'habiter prix:90,000,000fcfa.

nb:la parcelle est située juste ds la rue avant la prison civile de cotonou à 100m du goudron

superficie :779m2
doc: permis d'habiter, autorisation de vente du tribunal, levé topographique
prix:90,000,000fcfa
commission immobilière : l'acquéreur",90000000,779,2023-02,saint  jean cotonou,"Bois de Saint-Benin, Saint-Benin, Cambrai, Nord, Hauts-de-France, France métropolitaine, 59360, France
Moulin de Benin, Saint-Sernin, Marmande, Lot-et-Garonne, Nouvelle-Aquitaine, France métropolitaine, 47120, France
Saint-Bénin, Crêtes, Pollein, Valle d'Aosta / Vallée d'Aoste, Italia
Les Montois de Saint-Bénin, Saint-Benin-des-Bois, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58330, France
Montois de Saint-Bénin, Saint-Benin-des-Bois, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58330, France
Usages de Saint-Bénin, Saint-Benin-des-Bois, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58330, France
Bois de Saint-Bénin, Saint-Benin-des-Bois, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58330, France
Route de Saint-Benin-d'Azy, Les Guillemenots, Machigny, Saint-Sulpice, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58270, France
Saint-Bénin, Chenière, Crêtes, Pollein, Valle d'Aosta / Vallée d'Aoste, 21000, Italia
Chemin de Saint-Bénin, Saint-Martin-de-Sallen, Thury-Harcourt-le-Hom, Caen, Calvados, Normandie, France métropolitaine, 14220, France, Bénin"
Parcelles 875 m² ,"Détails du produitOpportunités immobilières inédites à ne pas rater.

nous mettons en vente à godomey  sèdégbé   (pk14) deux (2) parcelle ensemble ayant pour dimension 875 m2    dans la zone de la station oryx  non loin du nouveau goudron. la zone est très accessible en période pluvieuse. les 2 parcelles sont  clôturées avec portails. tous les documents sont à jour . jusqu'à l'attestation de récasement.  proprietaire vivant,   récasements . 
nb : exigence de vente: les 2 ensembles",30000000,875,2023-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle 486 m² ,"Détails du produitVente parcelle 486 m2 à fidjrossè plage
nous mettons  en vente à fidjrossè plages non loin du site golden key  une parcelles de 486m2 en 6e position de la route des pêche environ. tous les documents sont à jour : attestation du recasement avec le notaire ,",42000000,486,2023-02,fidjrossè plage,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle clôturée  et recasée ,"Détails du produitParcelle clôturée déjà lotie et recasée à vendre, agla - ceg entente

il est mis en vente une parcelle clôturée déjà lotie et recasée d'une superficie de 334m² située non loin du ceg de l'entente à quelques 200m du goudron à gbodjètin, agla. 

documents disponibles :
convention de vente
fiche de récasement / ign 

prix : 16 millions cfa
commission immobilière : 5% par l'acquéreur",16000000,334,2023-02,agla ceg  entente,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 447 m² ,"Détails du produitVente parcelle 447 M2 à Godomey
Nous mettons en vente à godomey fignonhou dans une zone résidentielle, dans une zone non inondable, très agréable en période des pluies.

Une superbe parcelle bien située de:

Superficie : 447 m²

Documents : attestation de recensement + levé topographique+ convention de vente

Prix : 15.000.000f",15000000,447,2023-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle 440 m² ,"Détails du produitParcelle à vendre à fidjrosse akogbato

 il est mis en vente à akogbato, juste derrière l'église catholique st famille... une grande parcelle déjà recasée et loti...

superficie: 440m²

prix: 22 millions  

propriétaire vivant

documents : convention de vente, reçu ign, levé topographique",22000000,440,2023-02,akogbato,"Pharmacie Akogbato, Route des Pêches, Djako Daho, Abomey-Calavi, Atlantique, Bénin"
Parcelle 544 m² ,"Détails du produitCalavi
arconville 

une parcelle de 544 m² située dans une superbe zone résidentielle à calavi 

fiche de recasement certifiée 
convention de vente affirmée.

17 millions fcfa négociables",17000000,544,2023-02,calavi zopah,"Gandu house Benin, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Parcelle 409 m² ,"Détails du produitRéf.- i - à vendre à houeyiho, un peu avant le carrefour cica toyota, au bord du goudron

superficie : 409m²

titre de propriété : attestation de recasement, levé topographique, titre foncier en cours.
prix: 100 millions à débattre légèrement
nb : dossier chez le notaire.",100000000,409,2023-02,houeyiho,"Houeyiho, 11ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelles ,"Détails du produitDomaine avec tf au #bord du #goudron a #glo_kpossouhoue à vendre
disponible en vente au bord du goudron inter-etat à glo-kpossouhoue très proche de la #brasserie libs,  un domaine clôturé de superficie 2902 m² ayant un titre foncier .._
 prix :* 80 millions légèrement négociables_  
visite :* 5.000 fcfa_
nb :* propriétaire vivant et bien en forme",80000000,2902,2023-02,calavi kpossouhoue,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Terrain 988 m² ,"Détails du produitÀ vendre de toute urgence à hêvié houinmè dans la commune d'abomey calavi , 
un domaine de 988 m2 avec de bâtiments en angle de rue , avec titre foncier personnel situé juste à 50m de la maison de l'ex maire placide azande à hêvié houinmè
geo

documents : titre foncier personnel et levé topographique

prix : 7 millions à débattre légèrement",7000000,988,2023-02,hevie,"Hêvié, Abomey-Calavi, Atlantique, Bénin"
Parcelle ,"Détails du produitParcelle clôturée à vendre à cotonou quartier suru-léré
charly plus immobiliers* 
a vendre à cotonou quartier *suru-léré*
parcelle déjà clôturée avec trois boutiques en tôles mais avec une fondation dalle , en face d'une voie d'emprise de 15m.
superficie :
vons de impôt , arrivée au carrefour ou la gauche vous mène vers l'hôpital de zone et la droite vers l'église saint martin, dépassez ce petit carrefour, premier portail et non la première maison . merci 
prix : 35 millions à débattre légèrement
apiers à jours 
contact                      ",35000000,3743,2023-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 335 m² ,"Détails du produitA vendre: à calavi aïtchédji, 200m du carrefour aïtchédji 
une parcelle de 335,96m2 déjà recasée située dans une très calme et super bien
prix: 16.000.000f cfa négociable 
propriétaire vivant et est dans le besoin
papiers disponibles",16000000,335,2023-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Parcelle 335m² ,"Détails du produitBelle opportunité

a vendre a calavi tankpè une parcelle  recasée clôturée sécurisée de 335 m² non loin du carrefour tankpe  zone viabilisé  entourée de construction.
documents disponible:
  convention de vente
  levé topographie
 quitus fiscal
 attestation de recasement

prix 13 millions négociable.",13000000,352,2023-02,tanpkè,None
Terrain 500 m² ,"Détails du produitÀ vendre
   à golo-djigbé
une parcelle sise à adjamé, non loin de l'arrondissement et du goudron
 papier : à jour
superficie :500 m2
prix : 6 millions à revoir légèrement
nb: propriétaire vivant",6000000,500,2023-02,abomey calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 500 m2 ,"Détails du produitVente d’une parcelle de 500m2 en 3ème position de la voie principale à hêvier houinmey à 15 minutes du carrefour alassacomey( station ewell),zone viabilisée, habitée *_

*_prix: 4.000.000f cfa négociable *_
*_covenant enregistrée à l’andf, proprio vivant *_
images  ",4000000,500,2023-02,calavi hêvier houinmey,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 350 m2 ,"Détails du produitÀ vendre  
*_une parcelle d’une superficie de 350m2 recasée et dans un domaine tf,zone fortement habitée très proche de la voie principale *_
_lieu: hêvier alassacomey_
*_non loin du carrefour alassacomey, station ewell*_
*prix: 4.000.000f cfa négociable *
convention déjà enregistrée à l’andf, propriétaire vivant
images  ",4000000,350,2023-02,calavi hêvier alassacomey,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Parcelle 350 m2 ,Détails du produitNous mettons en vente des parcelles loties et recasées  à tori-bossito centre dans une zone vivement habitée d'une superficie de 350m2 chacune.,2000000,350,2023-02,tori-bossito centre,"Tori-Bossito, Atlantique, Bénin"
Parcelle ,"Détails du produitA vendre une parcelle déjà clôturée a cocotomey la parcelle est située entre la pharmacie concorde et le carrefour gbodjè 
papier à jour 
prix à débattre 
propriétaire vivant",10000000,365,2023-02,cocotomey,"Cocotomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle ,"Détails du produitUn propriétaire met en vente sa parcelle sise à fidjrossè non loin du carrefour du club des rois et 2 ème position du goudron,
déjà clôturée.
en angle de rue
avec un document de l'attestation de récasement plus convention de vente.
propriétaire vivant et en forme.
très bien située pour un guste house, locative.
c'est une grande opportunité à ne pas rater",60000000,500,2023-02,fidjrossè,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Terrains 502 m2,"Détails du produitVends parcelle vierge  avec titre foncier a agla derriere le commissariat
me contacter dans un premier temps par email
cordialement
mme mary         ",20000000,502,2023-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Parcelles ,"Détails du produitNous mettons en vente à Calavi, Tankpè non loin de l'église Shilo et des pavés,  deux parcelles recasées avec TF de Superficie 349m² et 311m² toutes deux sur deux angles de rue...

Prix par parcelle: 11.000.000fr cfa (last)

Dossier Chez Notaire ",22000000,660,2023-02,tankpè,"Houeto, Tankpè, Abomey-Calavi, Atlantique, Bénin"
Parcelles angle 544 m² ,"Détails du produitParcelles de 544m² en angle de rue dans la zopah
nous disposons dans la zopah non loin des pavés kerekou et la zone air afrique de deux parcelles de 544m² chacune au bord dune voie de 15m et en angle de rue a 15millions 
nous disposons également au bord de la voir 40 passant devant la.maison de otcho et qui sera bientôt bitumée une parcelle de 544m² avec fiche bleue a 15millions.

pour tous vos besoins de parcelles dans arconville zoca zopah et air afrique veuillez nous contacter au 
tf négoces et immobiliers",15000000,544,2023-02,zopah,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Parcelle 311m² ,"Détails du produitDes parcelles de superficie recasée sur 311m² chacune, en vente à togbin zone 3 et juste à 150m exactement du goudron de la route des pêches. au bord d'une voie principale de 12m",50000000,363,2023-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 397 m² ,"Détails du produitUne parcelle  située à Fidjrosse - Kpota ( Akogbato) . Elle se trouve à 300 m de la voie goudronnée dans une rue linéaire de 20m... . Clôturée , elle possède un portail à deux battants...
Parcelle a fidjrosse akogbato déjà cloture
Superficie : 397m²

Prix :22 000 000  fcfa discutable... légèrement..

Documents disponibles: ~attestation de recensement.
~Levé topographique.",22000000,397,2023-02,fidjrossè kpota,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 350 m2  ,"Détails du produitParcelle à vendre à aïtchédji, en face de la pharmacie pio 100 mètres du goudron, clôturée avec poteau électrique devant, angle de rue avec portail. zone vivable non inondable. déjà recasée
superficie : 350 m2
impôts payés, tous les papiers à jour.
prix: 11millions à débattre.
visites: 5000 ",11000000,350,2023-02,aitchédji,"École primaire publique Aitchedji Makinsa, RN 30, Tokan, Seminaire, Abomey-Calavi, Atlantique, Bénin"
Parcelles ,"Détails du produitDeux parcelles ensemble dans la zone de godomey-togoydo quartier (carrefour 6 voleurs)

deux parcelles ensemble dans la zone de godomey-togoydo quartier (carrefour 6 voleurs) ",17000000,750,2023-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Terrains 350 m² ,"Détails du produitDisponible des parcelles a tankpe; parana, bidossessi,maria-gleta, zogbadje, djadjo ,houeto,tokan,pahou , akassato ,cotonou un peut partout dans calavi et cotonou contacter nous pour plus de detail , nous disposons des parcelles deja recassee d autres avec tf avec des actes notarial.",6000000,350,2023-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Terrain ,"Détails du produitPour des raisons urgentes , il est mis en vente un terrain sise a adjagbo , derrière la société de brasserie libs, a 4mn de la voie inter-etat, et à peine a 10mn du  nouveau marché dantokpa en pleine construction, c'est une tres tres grande opportunité a ne pas raté, les papiers de la parcelle sont a jour, cest déjà affirmé et enregistrer a l'andf,",4000000,475,2023-02,adjagbo,"Adjagbo, Akassato, Abomey-Calavi, Atlantique, Bénin"
Parcelle 500m² ,"Détails du produitToujours des opportunité chez nous 20 parcelles bien sécurisées de superficie 500m² chacune dans la commune d'akpro-misserete arrondissement de zoungbomey disponiblent chez nous à seulement 750.000f/parcelle;avec possibilité de payer par tranche
 missérété,katagon allagba 750.000f seulement",750000,500,2023-02,missérété,"Gomè-Sota, Akpro-Missérété, Ouémé, Bénin"
Vente Parcelle angle 330 m² ,"Détails du produitParcelle a fidjrosse togbin déjà clôture 

parcelle en angle de rue déjà lotie, recasée et clôturée à vendre à fidjrossè togbin...

nous mettons en vente pour le compte d'un particulier,  une parcelle en angle de rue  lotie,recasée et clôturée de superficie 330m² située à 150m des pavés et à 500m du carrefour club des rois. la parcelle se trouve dans la rue en face de la von de léandre houngbedji.  zone calme et propre. la parcelle est bien située pour abriter une maison locative, villa moderne à habitation personnelle. 

documents disponibles :
✓certificat administratif 
✓certificat de non litige 
✓convention de vente déjà enregistrée à l'andf 
✓levé",35000000,330,2023-02,fidjrossè togbin,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente Parcelle 330 m² ,"Détails du produitNous mettons en vente a fidjrosse adjaha au bord du goudron une parcelle de 330m2 déjà recasse contenant de vieilles bâtiment juste en face du commissariat 
Parcelle a vendre a fidjrosse adjaha en face du commissariat au bord du goudron ",50000000,330,2023-02,fidjrossè adjaha,"Mécanicien Auto Fidjrossè, Rue 2147, Hlazounto, 12ᵉ Arrondissement, Cotonou, Abomey-Calavi, Littoral, Bénin"
Vente Parcelle 350 m² ,"Détails du produitParcelle a vedoko zezoume zone jean pliya
Nous mettons en vente a vedoko dans la la zone de immeuble Jean pliya une parcelle de superficie 350 M2 déjà clôture 
Prix:20millions
Documents
✓convention de vente
✓recu recassement",20000000,350,2023-02,vedoko zezoume,"Carrefour Védoko, 10ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Maison locative ,"Détails du produitMaison locative a vendre a cococodji oiseaux blancs
*Bonne rentabilité !* 
À vendre à *Cococodji* ( *Oiseaux blancs* ) une *maison locative* comportant (chambre salon sanitaires) x fois 6 rapportant *150milles le mois* ..documents ajouts *TITRE FONCIER* Photos ????

Prix Cadeau : 15 Millions Gbandjo",15000000,335,2023-02,cococodji,"Cococodji, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 303 m² ,"Détails du produitParcelle a calavi ahossougbeta zone cité administrative 
mise en vente a calavi ahossougbeta* à côté de la *cité administrative* des parcelles de *superficie 303m2 zone recasée* immédiatement habitable avec des poteaux électriques déjà posé

✅ *prix de cession 5.5 millions non négociable* 
l'acquéreur devra prévoir 5% pour la commission",5500000,303,2023-02,calavi ahossougbeta,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 200 m² ,"Détails du produitParcelle idéalement positionnee dans la zone commerciale de gbedjromede
parcelle a gbedjromede au bord des paves
superficie : 200 m²

titre de propriété : 
- levé topographique
- permis d'habiter
- tf en cours ...voir notaire.

localisation : cotonou-gbedjromede/ vossa, en face du marche communal, en bordure de voie, mitoyen à l’église des célestes
  
prix : 25 000 000",25000000,200,2023-02,gbedjromede,"Gbèdjromèdé 1, Dantokpa, 6ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 500 m2 ,"Détails du produitParcellle à agla angle de rue. maison du peuple
agla maison du peuple* ✅

*prix revue totalement à la baisse*

en vente un e parcellle dans le ruelle de la maison du peuple. elle est a deux vons du pavé, peut accueillir tout type de projet
superficie 500m2
angle de rue
déjà recasé
propriétaire vivant
30 millions laxxxxx
hotep, hotep, hotep                                                 ",30000000,500,2023-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 374 m2 ,"Détails du produitBenin: abomey -calavi (togoudo)

en vente a togoudo zone de la buvette kilimandjaro une parcelle bâti de 374m2
*3 chambres*
*un salon*
*2 douches*
*toiture en tôle*
nb: construction pas moderne.

maison facile d'accès
elle est a 200m du pavé

*prix: 23 millions négociable légèrement*     ",23000000,374,2023-02,togoudo,"Togoudo, Godomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle 278 m2 ,"Détails du produitIl est mis en vente dans la haie vive une parcelle de *278m* ² dans la zone de *fagbohoun*. zone très calme. la percelle est non loin de l'agence mtn et de l'église catholique bon pasteur beaucoup de centre commercial dans la zone.
 *sur la parcelle,est construite* :
-2 chambre salon×2
- une entrée couché
-un espace pour étude
- espace pour garage
prix:120millions négociable
5% pas l'acquéreur
ouvert à toute sorte de proposition
 *vendeur (les héritiers)",120000000,278,2023-02,fagbohoun,"FAGBOHOUN Florent, RN 30, Tokan, Seminaire, Abomey-Calavi, Atlantique, Bénin"
Parcelle ,Détails du produitA vendre à glo djigbé un domaine tf morcelé sur plusieurs dimension à 800m environ du goudron à l'opposé du marché au prix unitaire de 3 millions.,3000000,350,2023-02,glo djigbé,"GLO, Rue 2147, Hlazounto, 12ᵉ Arrondissement, Cotonou, Abomey-Calavi, Atlantique, Bénin"
Parcelles  ,"Détails du produitVente domaine de 10parcelles cocotomey
à vendre domaine de 10 parcelles ensembles à cocotomey*
positionnement : 150m du goudron
domaine entièrement clôturé.
situé en deux angles de rue
bon pour tous projets.
papiers : titre foncier personnel.
prix: *200millions* négociable.
contact :                    ",200000000,3000,2023-02,cocotomey,"Cocotomey, Abomey-Calavi, Atlantique, Bénin"
Parcelle 360 m2 ,"Détails du produitGrande opportunité de parcelle à vendre à cotonou cadjehoun*
réf : sgf005
nous mettons en vente à cotonou cadjehoun une parcelle bien située à 300 mètres du goudron ( avec de vielles construction à démolir) pouvant servir à plusieurs projets, des projets de location, des villas , des guest house et d'appartements meublés.
superficie : 360m²
document dispo : titre foncier ( tf) 
propriétaire vivant 

*prix: 73.000.000 fcfa*

*nb: commission de l'agence immobilière 5% à payer par l'acquéreur*

contact :                        ",73000000,360,2023-02,cadjèhoun cotonou,"Cadjéhoun, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Terrains 500  ,"Détails du produitBonjour,
vente de parcelle lotie à glo djigbe dans la commune d'abomey-calavi à 200 m du goudron non loin de l'aeroport
",3500000,500,2023-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Parcelle 500 m2 ,"Détails du produitÀ vendre une parcelle déjà clôturée située à cocotomey zone bien indiquée.
dimension:: 500 m2
prix : 9 millions négociable",9000000,500,2023-02,cocotomey,"Cocotomey, Abomey-Calavi, Atlantique, Bénin"
 Terrain  ,"Détails du produitOpportunité dans la zopah ♨️

  nous mettons en vente 10 parcelles déjà loties et recasées d'une superficie variable de 542m² & 559m² respectivement situées au bord du nouveau goudron en cours de bitumage non loin du nouveau marché de gros en construction et de la prison civile à  zopah, calavi.

 documents disponibles :
- convention de vente
- fiches bleues

 prix : 140 millions cfa les 10 parcelles",140000000,559,2023-02,zopah calvi,"Zopah, Akassato, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 550 m² ,"Détails du produitParcelle a akpakpa fifatin ciné concorde 
*opportunités*

nous mettons en vente a *akpakpa fifatin non loin de ciné concorde* une parcelle de  superficie 550m2 contenant des anciens bâtisse

*atouts*

✔️grande superficie
✔️très accessible non loin du goudron et pavés
✔️zone calme et propre
✔️zone non inondable

documents : permis habite 

vente notarié 


prix:50millions négociable légèrement",50000000,550,2023-02,akpakpa fifatin,"Imoro, Ikpinlè, Adja-Ouèrè, Plateau, Bénin"
Parcelle 350 m² ,"Détails du produitParcelle déjà lotie et recasée à vendre, akogbato - yemicodji, fidjrossè 

il est mis en vente une parcelle déjà lotie et recasée d'une superficie de 350m² située dans la zone de ""chez maman gloria"" à yemicodji, akogbato, fidjrossè.

documents disponibles :
reçu d'état des lieux
fiche de récasement 
réçu de lotissement
convention de vente
propriétaire vivant 

prix : 12 millions cfa
commission immobilière : 5% par l'acquéreur",12000000,350,2023-02,akogbato yemicodji,"Pharmacie Akogbato, Route des Pêches, Djako Daho, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 625 m² ,"Détails du produit*Opportunité à saisir à tout prix*

Parcelle de dimensions 25/25 m soit superficie 625m² située à 150 metres au plus du marché....(deux vons après le marché)

NB : Zone non concernée par l'aéroport",2800000,625,2023-02,glodjigbé,"Marché Glodjigbé, RNIE 2, Yèvi, Zè Plaque, Tangbo, Abomey-Calavi, Atlantique, Bénin"
Parcelle 300 m² ,"Détails du produitNous mettons en vente akogbato juste la von opposés à église catholique une parcelle de superficie 300m2 très propre entouré pas de belle construction 
Parcelle a fidjrosse akogbato église catholique ",18000000,300,2023-02,fidjrossè akogbato,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
